trace_id,execution_time_ms
4e39cda57c2c73cb5555e8fac8630976,4.649917
41a64059975da06f4f4aca4dcabeede9,4.789750
0eaf98a03a34a4a9b6ea42a7bf36e8c4,3.757208
77b30ec80f5337d647e88043213e1441,3.424541
5fc98420762ff4c76b879d1495b16cf5,4.093166
a9c5bbf38f6207958b384296d64f5dfe,4.816000
bda7ab1ce81dd6a2a08e6bbf4793dd76,2.515375
9481a94c88cd082df57457e6411b6b5a,57.905083
8457329b76b919b7746c762d0e3b3841,1.610709
0d78d23d891649bf3c493b4585561c23,3.577417
4f50ecc3c4eb5ce3f9c6e363518fc0f0,2.905666
04e7f51071028b6d910b18f328a33049,2.877417
5ca9ee7e2dd3e31dc9fd38596c95c9da,4.866042
5833a76dd45cd7ecddd56a55cf11432f,1.696709
a9fef02ed3d8ed0b616d849e0d6e4248,2.347958
5cfbc445aa882a5928e491556bbbf4ce,1.522292
fb53d33c2fafe1750ce618729696c16b,1.721583
caab503be5c927432ab085034e9fe005,4.235458
5e2963efa787a0c3c6dd0b772ebe1a2e,4.271542
213f18bf18e7af3c0e2ec1d026b92e5c,7.907084
6d5ced51d2a1955c8855ff64d2ac0c63,4.175375
4fece0ab530ac66e8ac874a8ebd38f47,4.376875
20de7af9f8d49a4d3b8cd4fb0239ba9e,5.602875
625f3d8785de9272ec72614d13dfc277,8.060209
8443ec8ad318f4f041df8d96cfd3a63b,3.536708
47826445b0c5b8d94f7c866cba53fea0,4.392292
4b1e7171e500ee6a07b0640372a5f624,6.360667
fd7d2ac9de8e86f491d277ec61fb264d,5.006250
6b2077915a055eceea79dff72bbc4060,2.815375
e882fe44704973e81752059fc2c23453,2.342083
7dccf72c56213b0445b6ceec96dddabb,1.378125
1cf81ef1c8e7414d551a403df48bd464,3.769375
c04f2bd8571448e562a09c5a787ab580,3.524833
439920f7f6a478b2ef0c33ff3d7cdbed,5.380875
af60539cd4ba6e6cbdc361aa66d94c90,4.699584
1870abf69ec89a136a5c242e8c853d7c,6.220208
f0b20be0ccf326229631c9a9f1b6cdd6,2.500916
b59dba7c6737fafcc997ffa35a0365de,4.015583
67dfef0b8c880bca9434276d360f45a7,6.428791
9b010f72a3c2198c7bf53b638683077d,2.335084
e5adfa6d77108863034dfff1a1065272,3.000875
adfca24f5d223ffcad60d9b72f3e73cf,4.201375
dd94c52df48a61cac79603a238c8f645,3.250000
98bbbc54f61252eb3e5ed713adb4fd0b,12.024417
35a89c04a49b4b8db3b2f4fdf0128fd7,2.619833
c34203a549ebf24151de910cd384720c,2.876333
2a9c638ad973445ba649b351d34a41fe,3.510041
454d4b715ce455a3a8f6e9372a5da4c3,5.014875
61387fca318404be7706d8f1f17a2f91,2.253542
543d291bd688e541d598ff5b1a294230,3.040667
ce08ab43b058497ded4e7f786599d378,1.921000
5031c5e4d352afd0bdb633765bb7ccf0,3.577666
dbddf44ca0b3fb550342a4906805743e,3.389875
836f97de043aa259357598defad82b06,2.497500
cc9f7ea66b38277c848c4bb0dbc7445d,2.700667
4ffb2da464f0217550709af296308dd0,3.326042
d1a5cdc72df72603d7b07a0ea5112187,1.875125
420669c4f2f11d84eee682eda6935d1e,3.618083
077b2bbc8530fcb23ead852c71ede482,2.995375
f5c0619fefcbc366e50562d7b5be0dbb,2.662084
6693c30b8fd7b2f376af2837302492d0,3.177625
3fccfd78c9ec268859ec205a9042a927,4.664542
24f9dc376373c60e0c7e8c959234fb00,4.620792
f6ac546678046e8a1c988e0adeea2e9f,2.574208
38480edd8b5044f3335ee5f28db4e703,3.886083
06944d2073c165120998e5fc68a02b54,3.435916
de5b362e02eb80de2d2a35c9dd8d29bd,3.265208
2a47f42e39cd8bb49eb46fa8020df439,42.517500
