trace_id,execution_time_ms
16d449e2c1a4df0711d6c872a0fb69d8,0.758417
b8106597d8e6e17af705a5f38d4ac9bd,0.598667
4f8f3cea5b3660dea75270da80770c19,1.102708
6b2077915a055eceea79dff72bbc4060,1.848542
0db83d2c0aa9b3837dfba7dcc0876f57,0.958583
f3e8bb51240859aeb12f5e624875a9c2,0.547542
856cc98f431c70696cdf9d153071f6a1,0.711042
c033ffefdbf849b58788241a97a21c32,0.823292
f94c548637c071b08b8c1bb9c1e78497,0.718208
000b98aaae42bc7bb809bb8efe18a32b,2.339375
9e589bde43a2c21dd840951918f83e5f,0.765166
9ab74490e9f5d1afb173d87ffd45f58a,1.349000
348d2b1a31a362a6e0ba5489976c8895,2.000833
60d23178c757752daa07a919a2f3246b,0.686542
00855916548a1328443a70f762551881,4.176250
9ef56c1987a50543ca00eea84a4c72c2,0.584000
c760faae30a0b413b3c4b876291d5e6b,0.975000
a0f9521da4ac5b4b2dadcd622d97e92a,1.730500
638ff6c7d54b972bf3f655fd7099f18e,1.317375
a3b227a1f1f564c2658c29d8bd84b619,1.794417
5a2a27f284f2028e0bba6b7442b72b7e,1.815416
65ddef73e7655e1f2fe137fbbce6ac6f,0.616291
589a7e15dc8ce79585e52a865eb2de55,0.404333
67d16ebf51403b0913447d7e71598c13,0.797208
138474104cb1e75122363323d830b311,0.597917
35e8a0273262e3275ef6555bd8a7ee03,0.850875
26f21179d9b9c7f6d9d069acaebcfe43,0.860209
d7534563657ec308c7cb64abb47d3b9a,1.370042
08f84c31925c943976454f871ce9a2e4,2.094500
fd214241ab819f7fda70943a9503050c,1.152458
100a20884223cfcd9a09d7edfcd62bce,2.023084
09e1f471d3e4816612b7351004824721,1.133917
c79d8852a98b5aff6f2ac8dd6f7f9a63,0.684750
7eead90f574f42479c90a437ba774d27,3.020709
420669c4f2f11d84eee682eda6935d1e,2.586959
b689466d2c81f5d704977e01eb3ccc03,2.617542
6750b02e376d0debfd06ee874ab9f311,8.215250
11239f1ce4eadd7f36a01b8f0ed3caeb,2.067583
6ac785f236b554c75a8d2c150642e4cc,1.454708
9f899e23368ed323f608f5de70084d4f,0.524458
d9d77fe99e68f686a0b5eab99a981574,1.503166
4736c45096046991f50e5dd7d857f6c5,1.960459
307a09d0009be5262dd848f64210e664,2.127708
99163cbac306f8160fee5d67a4b03c88,2.348667
fb33dfa85223bbe67a63062ae085fa11,0.810333
9dca380a21ffd411d374d6c744c34d5d,0.646167
a31fa3f11ec99fab9e1706c0507c4dcc,0.945541
41a0b9714e49994782bc539336d2dc71,1.123958
c1de3884502d13334eb5224526391087,0.469708
6bbcf5838507a1895c42ac629da33c37,1.421958
b5bab0bc6333e4f54283d3a2d982bed6,0.473125
8bab8e97fd2ad2d8399ff902f51ba71f,1.523208
b31bedcca22850050faa5e05ef9bfff6,0.226375
49bc854257cb2eff8716fda875ec5ca8,3.111292
e95ad85f7d0b4fe5885fc92889b8ff09,3.589792
0cc97e19bebeaae04468510028d78f65,0.948250
ed1ca1117478acf2ce5f276b88b67823,1.979792
bf1c972b5fd84bc031818c2a802ebf52,1.950458
f06d348bebdd8e480cbdbb1175a2ba00,0.346833
a79b1ea11a785b85e2b85960f9efa49e,0.861917
8a075401846b2bbb5875d78c9c3599dd,4.480958
f19626567b2fb73c70707ea42aadd488,6.476083
8430330568c08cd19c3d52507c7bd0c4,2.092625
f7147539712143342fe75f0cddea43e8,1.191416
542a04c12c1a6f766aacd0834a67be2c,0.616792
8914e6e60147e09763d96e9756cc3ded,2.040000
746119ebdd2940ebbfaac00f73385ecd,0.889959
62d587cbefd8a13e05d8c07413400567,0.756708
294f273a7a3a3c18dba96e167c4f25e8,0.761583
0b1cdfe7eea8813cbbac32e110bd1fba,1.453334
f1b0b76602585cb0aa9a5ab7f05fedcf,3.939458
591c20e403bacfd4409fba9a8673e1a0,0.675959
17b4aa8753b00aab53f3148593dbf7e4,0.358000
2e6447e209b7ca6d3fa0321c7856bc3b,0.960792
249294bf277d21e1a4383a799abc8454,1.251209
e67c04d19675ee73c81fa26783546e02,2.491416
6ecddcb8f5dda0492befd331ebe4b0c9,1.042167
ff6b1c138bedb3ab049fbaa3e1fb70b9,2.107083
1ec1132ed10be76d13ccf2c15721ba4b,0.742625
1f81129a00f300096be2427ebd9a98e7,1.485750
cd2032f14c715f43ec514a2674c8e34b,0.543833
23a97378838e04341f62684f75f96d46,2.872916
1fc77a540a60bcdd56c5ae10fe52a823,22.119500
bc873a8a7f7d69d6c33b8b5965b82e49,0.850708
f0cf5d7116d5a1b67482717a5a67f559,1.338500
62c48163f7c764946952a26735b3306e,0.946916
a9c5bbf38f6207958b384296d64f5dfe,2.064833
879550b219623b93ffb7a052714ade7a,0.525167
7e88fe23218f32b78a486d4651c924a1,1.138666
5b17780f1ef36ab65b78ccc655212c06,1.376791
543d291bd688e541d598ff5b1a294230,1.103333
31bd673d34aa1a4f8aaf7634bdaeb3a8,0.356542
219f51b4899a42b2bb0c5f2d1a3cf892,2.181834
8f66304d3f191e25ff063919e255e87c,1.505542
e5adfa6d77108863034dfff1a1065272,0.643583
9604b6ed352f58e363201acb8492a38d,2.877667
521d3db982cc37f586f4325ce5fc2d7a,0.419541
e35886f308eb03fbdc10ac21fe9da216,1.946459
80514380c8272be6b9a06a2d29c9853f,0.415000
caab503be5c927432ab085034e9fe005,1.500916
c979b4c8791cc0c66181bb20b47575a3,1.209792
94f959cff33ae97c88e9c4ae0c6e8657,1.216750
9481a94c88cd082df57457e6411b6b5a,51.568083
ee1b03f64347b2ee9c526f9dd5e4d2ad,0.919625
ce99e2290fe63130b1d0629b14ac578d,1.315084
f9f4fbded15a887371d5156967590237,0.894166
5a86b5659c49b47c3c80d1c34548fd49,1.199375
219441bd883137e3e92d28decbc7d565,0.606917
93fa06b2a29e9fe1583d88a3955c04bd,1.202166
4bd10f23bc9a44f6b97f333f2ac3c692,2.792084
e6ac77ec6470953f4dac618aa69ade73,3.438541
ea17e5a4cd7cfd3647ea9887df6b072b,1.273500
04e7f51071028b6d910b18f328a33049,0.723584
f82ce0d67437bf3d26ab170cdac0c184,2.101417
13f393e5894f37a140b0b82414a4beca,0.485958
ff203c1da0071605b35a3c0587f54913,1.654917
6c7d9bd5281e97f3b8cc7d53e105c557,0.850458
88779c5277e48b7fd03fd783efd1be47,18.705667
653458b0773db20f9beab8512d144273,2.278084
49a317ff35ada0f1e299fb1f360c29f0,2.320333
6be59284e909055e9783e11a5206ec94,2.026083
0d08801e27a0b054864fd7c5c35c7cd5,0.702958
1346a8c2944d3995625ae0386b9f5e81,2.459250
b2b27b10aca179d9876e7bd201baeece,2.146209
6f07cd3cb4fd5b656e5dfee8ba4210a1,0.417000
58ac3fb6688db5dd7e7cfad6958e332a,1.665583
29e08d01026c4b3fe9d95731d9e928fe,0.979542
e6997b6ac6f88d7e5f755cfa260b7c8d,0.760958
1d1dddce793dab0cad79cf0b7e32a8d5,1.285042
b096435437a85b49c8758f0177fb423b,1.053458
68bdd5ba8344127765f5c203ded6e3e0,1.564417
51d0d92ab3518c6c465b2f371505004b,0.770041
da6a476be660f3d0e1157a2f1c119399,1.043291
7d460a584c17b6b51119781f69ed43ca,2.384125
ca5bd8600c2e9446afdd990929a3a55a,0.967458
27497318573d71f8cdc3a0703b5e05a8,1.265959
61b6f8675b2638805ae95815a5665c2e,1.925417
0c1f19631ee6f70c713f482b1c1d3d58,0.637833
9af0f4ca5015bb2a92cfad29120d4790,4.310250
854c906bacc8a58f98ee865d542acf73,0.177250
ee62bb188e6e9890311d0a9b6922482a,0.779250
eaf93989a097b1d9a9de2d9a18aee5ce,0.542458
8b6188344a1fe0d3ea51c9d33d299165,1.252250
728c6656a8975617d6bc88b7230a233a,0.788541
56072f39e6323620b1ba7c0f9c12d2f0,2.964375
e0508f41d70d11dc632c2c3e7530bf06,2.338500
9f7abe62bb5d090d4ba71b0634d63cea,1.463875
edbce7b17314aef8a57197d62c67b851,3.428416
d4d375949dfded4623fd90eaf0de66ed,0.791458
c40957584d21c7e5db38086d87aca1ad,0.544083
