trace_id,execution_time_ms
3adce5d9ac3c798494a88df270a49664,2.077458
98f7f5da4164761928272a3ba6e05826,5.610583
35c7c69b7c0f17a5c7463e2d11b6236d,2.685125
416d041837b492bf396562c0210147e8,3.355083
11239f1ce4eadd7f36a01b8f0ed3caeb,2.186208
d7ce2c88f32a21574516074595914ceb,9.128292
a7af1e0051e79c4a00af855c8900e62b,4.559333
5d688bb43169fa6807af80dac97f10b0,4.681875
ac44bbf623f4d9516c05cfd4c25bbd7f,4.754959
47612eb4052b95aa523350cdd87e7a75,5.874042
2d677d00dd9fb5d5b41fb37018d82175,2.437417
d41117ce9bbbc19691b77f0c5e77ee20,4.448875
c1f46028b93b5b1acd798c66b3131e62,6.123000
0c6167c62faaa3490c89d27308cb622e,5.928459
f9ea47e825b1dcc1fd7c4e274f11ea13,3.415834
5833a76dd45cd7ecddd56a55cf11432f,3.582583
7a83cc06d8f03bdee2079b330a52c5ff,1.962791
5614f466a85f9f963c665098ee579f2e,4.715500
9073c0803ac0cf243bfe4599e49af75d,3.675083
3059da6e11d91aebb68563dd560a5a77,4.833416
02eea226d89184f9dc72b92122d08d7d,2.811125
f6d4a0c641615a450a45ec61b3500d25,4.589709
1b7fa9735a0f082fdbabb02ea0d0cd6e,3.779500
f8e6e2a8b8557e27718990364e22e51f,3.072042
31cb100545a302f09cf10aa138c6b4ad,3.066084
5d7945452f9a3ef501cc6ff047ff39c6,5.377833
e7ac38c7581d5376dfab1336548b97a6,2.972958
b59dba7c6737fafcc997ffa35a0365de,5.079042
154353ddf4552c88988c7b3cdee7870b,5.581250
543cc6b853f29670b47bc10bf4370378,4.398167
704e7068d481159ed4b2b68b31bc652d,3.006584
9dca380a21ffd411d374d6c744c34d5d,6.919500
649394244b8cf4dc0f13ea2b38053784,2.944041
792069052f4b1658caf031f983b1073e,3.212834
f7147539712143342fe75f0cddea43e8,4.533125
5b1e90dfedc28cdada9022c1e162a0ca,3.309542
5f6d35f5bb091613f9de29c33ccf8d93,4.948625
5af33fc9da1529716eb2efb96c4a01e0,4.681041
8be01187991063d4a8edf42a61e6ff86,2.269666
2b2370ba4a082971c5b331bb94779310,1.879458
1ae591a794097dba3162b52158017492,4.137250
ca56df87dd0a704b2d0d7309549057b1,5.732792
8df22f303ee0544963affde2394a755c,4.165542
1de459eb84e9e3836e1694085b3291fe,7.087875
b90e1871517502ac421907bae1a10393,5.884000
22caf6487f1ec1c7ffbf5b9364d38cd5,5.439584
32140b42c44b58ef30feaadff0fcfecb,4.203958
a40ef1a373bf68c3bb5d2cb43ac12e44,8.873250
183672e4154f32c532601077b9d5f827,7.456500
8f5ee3c6b921a4cdd40571a67f9946b1,7.067333
fb77b0f9c8aa58a248a9b16eb6fb0f63,33.347750
ac9c58afcd05a4a0d6efff2660f2efd6,5.873667
0087ea07ddb0dc71eb0ae24cf983c939,3.516291
312f12a1fb7dda7836f622bdb666c81b,4.598666
0013b10dd52921507b8077e2d5c6c2af,4.940584
3b24492a1d7048304809921c4f9b2d74,3.699500
22d03f81bb28eaf997b9fe12915d6b38,6.362292
c3afa96f9df9eae189911e74f95c11f0,6.802541
7f95d1b1a0f294db0a3efd87a1cfba56,5.979708
c7cba191c1d492265ce5ee80feef8c71,21.014625
2401541fd964e53324f302ccd092e384,3.536167
4acc252502943608fa3a787274654569,3.584375
027905e7f50f756b199ceb4de7b936fb,8.745917
60af2eed056320c7ff7319048839c4b1,48.882125
4f17dc2a2f20ddf41995b563fdc8230c,2.577541
27566db30fab5da2583654e6aa8fd1d2,4.707917
d215859af97b7effbba46d305ad331d2,2.536333
1f609bb5a8dec378c0a723506bf03f12,5.387000
bff63ef92de35f38c0184c7a24452cb8,3.805208
185c1b65292be669fb8a2aa2c8dcbcc6,2.274084
e81c8b6c1ea4c3c5cc32c83db6059e14,3.111250
879550b219623b93ffb7a052714ade7a,2.772042
ecebf61f37a4f7039d59ed1219eebf10,3.505292
bf8fc5ba8ce74bdcadda9855473535ac,6.955083
db9980a97ee2a120d2b86943592c7a46,2.244125
212bf621acd14ed2185055bfc690c82c,2.376000
14c00a75f55c3ab94ffa9412663f9d53,2.335000
2d9d6da9f3226eac01677d244bbf3200,2.507834
9b6345878059bea1981db14ac64ab5c8,3.387125
